instance_id,dataset,model,ground_truth_label,predicted_label,confidence,correct,model_refused,prompt_tokens,response_tokens,prompt_hash,jaccard_H_R,jaccard_H_CF,jaccard_H_RO,jaccard_R_CF,jaccard_R_RO,jaccard_CF_RO,overlap_H_R,overlap_H_CF,overlap_H_RO,overlap_R_CF,overlap_R_RO,overlap_CF_RO,rbo_H_RO,kendall_H_RO,normalized_kendall_H_RO,ecs,ecs_overlap,ecs_random,ecs_lift,ecs_random_weighted,ecs_lift_weighted,ecs_extraction_rationale,ecs_extraction_perturbation,ecs_primary_pairs,ecs_adj,ecs_adj_er,ecs_adj_ep,ecs_adj_rp,ecs_adj_n_components,ecs_adj_complete,n_degenerate_pairs,cf_flip_verified,cf_valid_first_attempt,cf_corrected,ro_self_corrected,cf_actual_label,highlighting_parsed,rationale_parsed,counterfactual_parsed,rank_ordering_parsed,cc3_size,cc4_size
sst2_validation_000295,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.7,True,False,1564,439,522f08a0b9182044,0.25,,0.5,,0.6666666666666666,,0.5,,0.6666666666666666,,1.0,,0.2804499999999999,,,0.4583333333333333,0.75,0.35081249999999864,0.10752083333333468,0.35593749999999835,0.10239583333333496,0.4583333333333333,,2,0.3421052631578947,0.3421052631578947,,,1,False,0,False,False,False,True,,True,True,False,True,1,1
sst2_validation_000866,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,1976,658,be2e8afd37e2477f,0.25,0.2857142857142857,0.42857142857142855,0.0,0.0,0.4,0.5,0.6666666666666666,0.75,0.0,0.0,0.6666666666666666,0.26756549999999996,,,0.18714285714285714,0.3666666666666666,0.18081150793650763,0.006331349206349507,0.18664130952380908,0.0005015476190480539,0.125,0.34285714285714286,4,0.009211709849635505,-0.0794192473494116,0.370943265787207,-0.2638888888888889,3,True,0,True,True,False,True,negative,True,True,True,True,2,0
sst2_validation_000532,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,1190,429,11364cb617000f8a,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.25,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,0.23469399999999996,,,0.2333333333333333,0.7333333333333333,0.11516000000000019,0.11817333333333312,0.14384000000000036,0.08949333333333295,0.16666666666666666,0.25,4,0.6647913736521331,-0.0056258790436005245,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,1,1
sst2_validation_000603,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1082,356,60f8a0801dc6e385,0.2,0.6,1.0,0.14285714285714285,0.2,0.6,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.22004099999999996,,,0.3485714285714286,0.6,0.18931714285714288,0.1592542857142857,0.21710285714285726,0.13146857142857132,0.2,0.6,4,0.29858517404650303,0.042958129418162024,1.0,-0.14720260727865292,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000272,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1078,257,9f3cfdcfae84bd91,0.5,,0.5,,0.2,,0.6666666666666666,,0.6666666666666666,,0.3333333333333333,,0.25367499999999993,,,0.35,0.5,0.45900000000000485,-0.10900000000000487,0.4777500000000049,-0.12775000000000492,0.35,,2,-0.20370370370370386,-0.20370370370370386,,,1,False,0,False,False,False,True,,True,True,False,True,1,1
sst2_validation_000685,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1091,368,5ede8d249991ee87,0.375,0.25,1.0,0.25,0.375,0.25,1.0,0.5,1.0,1.0,1.0,0.5,0.32004099999999996,,,0.3,0.8,0.17568916666666817,0.12431083333333182,0.22867999999999947,0.07132000000000052,0.375,0.25,4,0.6099290780141844,1.0,0.2198581560283688,,2,False,1,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000252,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1126,275,e531b262683d2099,0.75,,0.5,,0.75,,1.0,,0.6666666666666666,,1.0,,0.2986749999999999,,,0.75,1.0,0.75,0.0,0.75,0.0,0.75,,2,,,,,0,False,2,False,False,False,True,,True,True,False,True,2,2
sst2_validation_000148,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,993,321,fd8a874bd922ab95,0.6666666666666666,,1.0,,0.6666666666666666,,1.0,,1.0,,1.0,,0.26504099999999997,,,0.6666666666666666,1.0,0.1798333333333335,0.4868333333333331,0.186354166666667,0.48031249999999964,0.6666666666666666,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000447,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,1431,443,bc59073a397059f0,0.42857142857142855,0.4,0.6,0.5,0.6666666666666666,0.4,0.75,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.19304099999999996,,,0.47904761904761906,0.8166666666666667,0.20504650793650697,0.2740011111111121,0.21086793650793564,0.2681796825396834,0.5476190476190476,0.4,4,0.7057212837053181,0.7205393785421145,0.3966244725738397,1.0,3,True,0,True,True,False,True,negative,True,True,True,True,3,2
sst2_validation_000188,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,974,327,6c16dd54d427ba05,0.5,,0.5,,0.5,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,0.31981599999999993,,,0.5,0.6666666666666666,0.2236999999999958,0.2763000000000042,0.24464999999999584,0.2553500000000042,0.5,,2,0.35384615384615387,0.35384615384615387,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000037,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,1241,446,7567478050e2ae41,0.25,0.125,0.25,0.2857142857142857,0.1111111111111111,0.125,0.4,0.25,0.4,0.5,0.2,0.25,0.07146899999999999,,,0.17936507936507934,0.31999999999999995,0.182679404761903,-0.003314325396823664,0.19876992063491888,-0.019404841269839546,0.18055555555555555,0.125,4,0.02427863122996224,-0.023021592525297854,-0.08072953485084118,0.17658702106602575,3,True,0,True,True,False,False,positive,True,True,True,True,2,0
sst2_validation_000384,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,1339,573,df2e96800ac00685,0.5,,0.7142857142857143,,0.25,,0.8,,1.0,,0.4,,0.3433670714285714,0.39999999999999997,0.7,0.375,0.6000000000000001,0.21941866883116387,0.15558133116883613,0.2283358766233718,0.1466641233766282,0.375,,2,0.30839716692165187,0.30839716692165187,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000806,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1049,326,cd93bcf305e38ad5,0.2,0.25,0.5,0.0,0.2,0.25,0.3333333333333333,0.5,0.6666666666666666,0.0,0.3333333333333333,0.5,0.16169399999999998,,,0.18,0.3333333333333333,0.22524166666666529,-0.04524166666666529,0.22817999999999858,-0.048179999999998585,0.2,0.25,4,-0.14263505635445006,-0.07951807228915664,0.09677419354838712,-0.44516129032258067,3,True,0,True,True,False,False,negative,True,True,True,True,1,0
sst2_validation_000128,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1196,446,3da3888ff3326dff,0.42857142857142855,0.2222222222222222,0.42857142857142855,0.1,0.25,0.375,0.6,0.4,0.6,0.2,0.4,0.6,0.16604099999999997,,,0.27515873015873016,0.44000000000000006,0.2464803174603186,0.028678412698411565,0.2530609920634932,0.022097738095236963,0.3392857142857143,0.2986111111111111,4,-0.018881928174149226,0.1392349167983639,0.07402621028640474,-0.2699069116072163,3,True,0,True,True,False,False,negative,True,True,True,True,2,1
sst2_validation_000423,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,993,311,ec24084067e92b7a,0.3333333333333333,0.4,0.5,0.0,0.0,0.75,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.2616939999999999,,,0.2966666666666667,0.5333333333333333,0.27072999999999536,0.025936666666671326,0.2733266666666621,0.02334000000000458,0.16666666666666666,0.575,4,0.2321428571428571,0.0,0.4642857142857142,,2,False,1,True,True,False,False,positive,True,True,True,True,2,0
sst2_validation_000064,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,1084,335,c5aa8234aa024f8a,0.3333333333333333,0.5,0.2,0.3333333333333333,0.3333333333333333,0.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.20334699999999994,,,0.33999999999999997,0.6,0.20852666666666647,0.1314733333333335,0.26230952380952344,0.07769047619047653,0.3333333333333333,0.35,4,0.2646289108445072,0.29357798165137616,0.20673076923076925,0.29357798165137616,3,True,0,True,True,False,False,positive,True,True,True,True,2,1
sst2_validation_000704,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,985,321,ea1645fe59cb3b1a,0.0,,0.2,,0.0,,0.0,,0.3333333333333333,,0.0,,0.10334699999999997,,,0.0,0.0,0.1255833333333347,-0.1255833333333347,0.12941666666666796,-0.12941666666666796,0.0,,2,-0.6000000000000001,-0.6000000000000001,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
sst2_validation_000088,sst2,eu.amazon.nova-pro-v1:0,positive,negative,0.9,False,False,1588,512,bd36b155b110a96d,0.2727272727272727,0.42857142857142855,0.42857142857142855,0.4,0.5555555555555556,0.6666666666666666,0.6,0.6,0.6,0.8,1.0,0.8,0.23804099999999995,,,0.46470418470418473,0.76,0.25531093906093416,0.20939324564325057,0.2754450382950324,0.1892591464091523,0.41414141414141414,0.5476190476190476,4,0.4463749096847767,0.4833187937393152,0.4241552622017682,0.4316506731132467,3,True,0,True,True,False,True,positive,True,True,True,True,4,3
sst2_validation_000536,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1095,372,d1cdbcd72ce18ca6,0.25,0.8,0.3333333333333333,0.2,0.25,0.5,1.0,1.0,0.5,1.0,1.0,0.75,0.2616939999999999,,,0.4,0.95,0.16305392857142795,0.23694607142857207,0.16428642857142803,0.235713571428572,0.25,0.65,4,0.905521472392638,1.0,0.7165644171779141,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,2,1
sst2_validation_000483,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,1789,740,d554ecc0d596a39b,0.5555555555555556,0.3333333333333333,0.375,0.25,0.3,0.4,0.8333333333333334,1.0,0.6,1.0,0.6,1.0,0.34934049999999994,,,0.3677777777777778,0.8866666666666667,0.16306012265512293,0.20471765512265488,0.17219728049728017,0.19558049728049764,0.4277777777777778,0.3666666666666667,4,0.7958345526399421,0.3875036579198264,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,2,2
sst2_validation_000780,sst2,eu.amazon.nova-pro-v1:0,positive,negative,0.8,False,False,938,267,e166a09ae76a4f66,0.3333333333333333,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.2616939999999999,,,0.5,1.0,0.18237500000000062,0.3176249999999994,0.18485833333333382,0.3151416666666662,0.3333333333333333,0.6666666666666666,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,2,1
sst2_validation_000355,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,867,238,4096338211794457,0.6666666666666666,,0.5,,0.25,,1.0,,0.6666666666666666,,0.5,,0.29304099999999994,,,0.4583333333333333,0.75,0.35081249999999864,0.10752083333333468,0.3497708333333318,0.1085625000000015,0.4583333333333333,,2,0.3421052631578947,0.3421052631578947,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
sst2_validation_000686,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1242,342,1b0fc0244dfd9f0d,0.5,,0.5,,0.2,,0.6666666666666666,,0.6666666666666666,,0.3333333333333333,,0.19867499999999996,,,0.35,0.5,0.3629500000000034,-0.012950000000003403,0.37370000000000375,-0.023700000000003774,0.35,,2,-0.023622047244094543,-0.023622047244094543,,,1,False,0,True,True,False,True,negative,True,True,False,True,1,1
sst2_validation_000649,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1251,475,c2719f0769199945,0.375,0.2222222222222222,0.375,0.0,0.1111111111111111,0.42857142857142855,0.6,0.4,0.6,0.0,0.2,0.6,0.2773405,,,0.22738095238095238,0.36,0.22564507936507927,0.0017358730158731073,0.22572087301587312,0.0016600793650792534,0.24305555555555555,0.32539682539682535,4,-0.032351486633072336,0.05081455804604165,0.12505092876662213,-0.2729199467118808,3,True,0,True,True,False,False,positive,True,True,True,True,2,0
sst2_validation_000312,sst2,eu.amazon.nova-pro-v1:0,negative,positive,0.9,False,False,1466,406,c4f7026cf0a8528a,0.5,,0.5,,0.5,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,0.14399999999999996,,,0.5,0.6666666666666666,0.3629500000000034,0.13704999999999662,0.3752000000000036,0.12479999999999641,0.5,,2,0.21259842519685032,0.21259842519685032,,,1,False,0,True,True,False,True,negative,True,True,False,True,1,1
sst2_validation_000784,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,1183,303,8ca2d02d331181f9,0.3333333333333333,0.25,1.0,0.0,0.3333333333333333,0.25,1.0,0.5,1.0,0.0,1.0,0.5,0.18067499999999997,,,0.2333333333333333,0.6,0.25992499999999835,-0.026591666666665043,0.2657416666666648,-0.03240833333333151,0.3333333333333333,0.25,4,0.0058479532163741394,1.0,-0.3157894736842107,-0.666666666666667,3,True,0,True,True,False,True,negative,True,True,True,True,2,0
sst2_validation_000537,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1142,414,8dfe090490f06b5d,0.42857142857142855,0.25,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.25,0.75,0.5,0.25,0.5,0.75,0.5,0.11646899999999998,,,0.3380952380952381,0.6,0.23665287157286913,0.10144236652236899,0.25746645021644865,0.08062878787878947,0.42857142857142855,0.25,4,0.19934211980433628,0.46613333333333334,0.0657333333333334,0.06615969274634219,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000715,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1275,464,f6215d29184504b3,0.5,0.42857142857142855,0.6666666666666666,0.5,0.8,0.42857142857142855,0.75,0.6,0.8,0.75,1.0,0.6,0.14293799999999998,0.0,0.5,0.5314285714285714,0.74,0.2358351984126965,0.29559337301587485,0.2635596428571413,0.2678689285714301,0.65,0.42857142857142855,4,0.48507579331154416,0.7403147699757869,0.23428307000727175,0.4806295399515738,3,True,0,True,True,False,False,positive,True,True,True,True,4,2
sst2_validation_000204,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.8,True,False,1893,576,dc1e5d4272bc482d,0.6666666666666666,,0.3333333333333333,,0.42857142857142855,,1.0,,0.5,,0.75,,0.20844999999999997,,,0.5476190476190476,0.875,0.24431150793650583,0.30330753968254176,0.2583144841269826,0.28930456349206496,0.5476190476190476,,2,0.7205393785421145,0.7205393785421145,,,1,False,0,False,False,False,True,,True,True,False,True,2,2
sst2_validation_000466,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,1099,420,edbf64f7f2565736,0.5,,0.6,,0.5,,1.0,,0.75,,1.0,,0.30616299999999996,0.3333333333333334,0.6666666666666667,0.5,1.0,0.1192249999999982,0.3807750000000018,0.12574999999999792,0.3742500000000021,0.5,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000476,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1075,378,e899754790475cc4,0.125,,0.6,,0.125,,0.25,,0.75,,0.25,,0.29304099999999994,,,0.125,0.25,0.22042767857142676,-0.09542767857142676,0.22817678571428382,-0.10317678571428382,0.125,,2,-0.16858353510895882,-0.16858353510895882,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
sst2_validation_000747,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1242,461,9aba917cfb5449c7,0.18181818181818182,0.125,0.1111111111111111,0.3333333333333333,0.3,0.2857142857142857,0.4,0.25,0.2,0.75,0.6,0.5,0.013121999999999998,,,0.2451731601731602,0.5,0.19747536075036076,0.04769779942279945,0.23108760822510757,0.014085551948052638,0.2409090909090909,0.20535714285714285,4,0.18062613830340168,0.02434628144510334,0.06518046709129516,0.4523516663738065,3,True,0,True,True,False,False,negative,True,True,True,True,3,0
sst2_validation_000844,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1136,377,c11dcea777dde7ca,0.375,1.0,1.0,0.375,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32567499999999994,,,0.625,1.0,0.22443888888888996,0.40056111111111004,0.34114,0.28386,0.375,1.0,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,3,3
sst2_validation_000486,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1158,384,4d44d9f7dbf30dff,0.3333333333333333,0.4,0.6,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.5,0.6666666666666666,0.75,0.3333333333333333,0.25,0.3333333333333333,0.16604099999999997,,,0.24190476190476193,0.41666666666666663,0.21800166666666806,0.023903095238093863,0.2224680952380965,0.019436666666665436,0.23809523809523808,0.2833333333333333,4,0.023006534553717064,-0.004910357428343025,0.14396887159533078,-0.07003891050583656,3,True,0,True,True,False,False,positive,True,True,True,True,3,0
sst2_validation_000796,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.8,True,False,1243,443,45941f841b8daa7c,0.25,0.2857142857142857,0.25,0.8,1.0,0.8,0.4,0.5,0.4,1.0,1.0,1.0,0.3066939999999999,,,0.6271428571428572,0.78,0.23650341269841083,0.3906394444444464,0.24143519841269662,0.3857076587301606,0.625,0.5428571428571429,4,0.6841078615502546,0.4974982646922721,0.5548253199584918,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,4,2
sst2_validation_000269,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1072,364,92c8a28076f08680,0.4444444444444444,,0.3333333333333333,,0.4444444444444444,,1.0,,0.5,,1.0,,0.24781599999999998,,,0.4444444444444444,1.0,0.2770724747474781,0.16737196969696633,0.34360580808080804,0.10083863636363638,0.4444444444444444,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000540,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.8,True,False,1150,299,82a59cd01a469bea,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.2804499999999999,,,0.5,0.9333333333333332,0.3047000000000003,0.1952999999999997,0.30730666666666673,0.19269333333333327,0.75,0.3333333333333333,4,0.8456790123456791,0.537037037037037,1.0,1.0,3,True,0,True,True,False,True,negative,True,True,True,True,2,1
sst2_validation_000270,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.85,True,False,876,265,6d0fc1daec5c3c18,0.75,,0.5,,0.75,,1.0,,0.6666666666666666,,1.0,,0.29304099999999994,,,0.75,1.0,0.4233041666666558,0.3266958333333442,0.4450333333333225,0.3049666666666775,0.75,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000086,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1060,378,5839766d9bd14c94,0.3333333333333333,0.5,0.6,0.5,0.6,0.8,0.5,0.75,0.75,0.75,0.75,1.0,0.19304099999999996,,,0.5466666666666666,0.75,0.29308261904762073,0.2535840476190459,0.293983095238097,0.2526835714285696,0.4666666666666667,0.65,4,0.4538989345870798,0.2687931356090282,0.6976345560507371,0.3952691121014741,3,True,0,True,True,False,False,positive,True,True,True,True,4,2
sst2_validation_000046,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,993,339,e7802b06f0e7fb65,0.4,,0.2,,0.75,,0.6666666666666666,,0.3333333333333333,,1.0,,0.10281599999999999,,,0.575,0.8333333333333333,0.25541666666666685,0.3195833333333331,0.26525416666666557,0.3097458333333344,0.575,,2,0.6443548387096774,0.6443548387096774,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
sst2_validation_000604,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,1333,391,4d43eb52efb97741,0.3333333333333333,,0.3333333333333333,,0.14285714285714285,,0.5,,0.5,,0.25,,0.06344999999999999,,,0.23809523809523808,0.375,0.22154285714285937,0.01655238095237871,0.2200714285714313,0.018023809523806777,0.23809523809523808,,2,0.02496676023046237,0.02496676023046237,,,1,False,0,False,False,False,True,,True,True,False,True,1,1
sst2_validation_000087,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,979,321,3c98487199a7acd8,0.2,,0.5,,0.5,,0.3333333333333333,,0.6666666666666666,,0.6666666666666666,,0.17481599999999994,,,0.35,0.5,0.30585000000000034,0.044149999999999634,0.3060500000000008,0.043949999999999156,0.35,,2,0.06762295081967218,0.06762295081967218,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
sst2_validation_000401,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.7,True,False,1179,451,163f3f699e4632cc,0.16666666666666666,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.5,0.0,0.8,0.0,0.5,0.0,0.27816299999999994,0.6666666666666669,0.8333333333333335,0.06666666666666667,0.2,0.1677112698412679,-0.10104460317460125,0.17343682539682384,-0.10677015873015717,0.16666666666666666,0.0,4,-0.2057904285067096,0.1472556894243641,-0.30277958538626004,-0.46184738955823285,3,True,0,True,True,False,False,negative,True,True,True,True,1,0
sst2_validation_000821,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,1001,334,7a83bf26da06ac3e,0.4,,0.5,,0.75,,0.6666666666666666,,0.6666666666666666,,1.0,,0.3066939999999999,,,0.575,0.8333333333333333,0.29554583333332946,0.2794541666666705,0.2989874999999954,0.27601250000000455,0.575,,2,0.6141732283464567,0.6141732283464567,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000413,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1019,347,a1da7dfa0d98c40c,0.4,0.25,0.5,0.5,0.75,0.25,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.3066939999999999,,,0.43,0.7333333333333333,0.19139166666666624,0.23860833333333376,0.20122499999999963,0.22877500000000037,0.575,0.25,4,0.6134536390127444,0.6645367412140575,0.17582417582417587,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,2,1
sst2_validation_000618,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,1081,356,cd054b3b8a3ad15c,0.16666666666666666,,0.0,,0.0,,0.3333333333333333,,0.0,,0.0,,0.013121999999999998,,,0.08333333333333333,0.16666666666666666,0.1869166666666674,-0.10358333333333407,0.19221666666666745,-0.10888333333333412,0.08333333333333333,,2,-0.18152524167561765,-0.18152524167561765,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
sst2_validation_000287,sst2,eu.amazon.nova-pro-v1:0,positive,positive,0.9,True,False,1425,563,bed1fd6f76e1565c,0.5,0.1111111111111111,0.5,0.14285714285714285,0.6666666666666666,0.14285714285714285,0.8,0.3333333333333333,0.8,0.3333333333333333,0.8,0.3333333333333333,0.420897057142857,0.6666666666666669,0.8333333333333335,0.31269841269841264,0.52,0.17884691197690997,0.13385150072150268,0.18717550505050304,0.1255229076479096,0.5833333333333333,0.12698412698412698,4,0.1544592863157127,0.5684874023094394,-0.09742444495555345,-0.007685098406747821,3,True,0,True,True,False,False,negative,True,True,True,True,4,1
sst2_validation_000018,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,1127,339,9d30adc03789cc7c,0.5,0.25,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.10867499999999998,,,0.5166666666666666,0.7666666666666666,0.530899999999996,-0.014233333333329434,0.541349999999996,-0.024683333333329394,0.5,0.4583333333333333,4,0.22222222222222224,-0.3333333333333333,0.0,1.0,3,True,0,True,True,False,True,positive,True,True,True,True,2,1
sst2_validation_000822,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,823,195,7bba762543bf04a2,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0,,,,,0,False,1,False,False,False,False,,True,True,False,False,0,0
sst2_validation_000554,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1013,220,0039636fa5a5b3c0,0.3333333333333333,,1.0,,0.3333333333333333,,1.0,,1.0,,1.0,,0.28067499999999995,,,0.3333333333333333,1.0,0.2481666666666613,0.08516666666667203,0.2496666666666612,0.08366666666667211,0.3333333333333333,,2,,,,,0,False,2,False,False,False,True,,True,True,False,True,1,1
sst2_validation_000292,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.8,True,False,1554,524,9b7d03562092a990,0.375,0.25,0.25,0.2857142857142857,0.5,0.6,0.6,0.5,0.5,0.5,0.75,0.75,0.064152,,,0.40214285714285714,0.62,0.2865205158730151,0.11562234126984205,0.28927861111111053,0.1128642460317466,0.4375,0.425,4,0.1510254598468013,0.24769579634282335,0.17715972430187513,0.028220858895705477,3,True,0,True,True,False,True,positive,True,True,True,True,2,2
sst2_validation_000284,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.9,True,False,1089,251,c0093dc2cef74338,0.0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.27099999999999996,,,0.0,0.0,0.35081249999999864,-0.35081249999999864,0.6666666666666725,-0.6666666666666725,0.0,,2,-1.1052631578947372,-1.1052631578947372,,,1,False,0,False,False,False,True,,True,True,False,True,0,0
sst2_validation_000011,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1285,475,d048c4e123716585,0.3333333333333333,0.2857142857142857,0.42857142857142855,0.16666666666666666,0.6,0.5,0.6666666666666666,0.5,0.6,0.3333333333333333,1.0,0.75,0.32004099999999996,,,0.3771428571428571,0.65,0.15452309523809477,0.22261976190476235,0.15819464285714252,0.2189482142857146,0.4666666666666667,0.39285714285714285,4,0.36838753810229746,0.7060918462980319,0.3481313916772704,0.05093937633159017,3,True,0,True,True,False,False,positive,True,True,True,True,3,1
sst2_validation_000199,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,1275,461,73f7e123c217ac0a,,0.5,0.42857142857142855,,,0.2857142857142857,,0.75,0.6,,,0.5,0.24781599999999998,,,0.39285714285714285,0.625,0.3033392857142868,0.08951785714285604,0.3111062500000019,0.08175089285714093,,0.39285714285714285,2,0.1792937949948577,,0.1792937949948577,,1,False,0,True,True,False,False,positive,True,False,True,True,2,2
sst2_validation_000419,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,887,235,fb3b8feda6a8401c,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,0,,,,,0,False,1,True,True,False,False,positive,True,False,True,False,0,0
sst2_validation_000838,sst2,eu.amazon.nova-pro-v1:0,negative,negative,0.85,True,False,980,306,2412de35b11c862a,0.25,,0.2,,0.0,,0.5,,0.3333333333333333,,0.0,,0.20334699999999994,,,0.125,0.25,0.13108333333333322,-0.0060833333333332185,0.13658333333333322,-0.011583333333333223,0.125,,2,-0.01418439716312056,-0.01418439716312056,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
